sample,unit,fq1,fq2,reference
MMETSP0314,SRR1296984,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296984/SRR1296984_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296984/SRR1296984_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0314.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0315,SRR1296985,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296985/SRR1296985_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296985/SRR1296985_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0315.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0316,SRR1296713,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296713/SRR1296713_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296713/SRR1296713_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0316.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0317,SRR1296715,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296715/SRR1296715_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296715/SRR1296715_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0317.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0318,SRR1296888,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296888/SRR1296888_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296888/SRR1296888_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0318.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0319,SRR1296716,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296716/SRR1296716_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296716/SRR1296716_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0319.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0320,SRR1296717,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296717/SRR1296717_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296717/SRR1296717_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0320.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0321,SRR1296723,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296723/SRR1296723_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296723/SRR1296723_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0321.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0322,SRR1296722,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296722/SRR1296722_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296722/SRR1296722_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0322.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0323,SRR1296960,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296960/SRR1296960_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296960/SRR1296960_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0323.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0324,SRR1296889,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296889/SRR1296889_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296889/SRR1296889_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0324.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0325,SRR1296890,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296890/SRR1296890_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296890/SRR1296890_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0325.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0326,SRR1296961,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296961/SRR1296961_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296961/SRR1296961_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0326.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0327,SRR1296721,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296721/SRR1296721_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296721/SRR1296721_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0327.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0328,SRR1300213,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR1300213/SRR1300213_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR1300213/SRR1300213_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0328.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0329,SRR1296720,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296720/SRR1296720_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296720/SRR1296720_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0329.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0347,SRR1300214,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300214/SRR1300214_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300214/SRR1300214_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0347.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0359,SRR1296786,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296786/SRR1296786_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296786/SRR1296786_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0359.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0360,SRR1296972,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296972/SRR1296972_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296972/SRR1296972_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0360.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0361,SRR1294400,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294400/SRR1294400_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294400/SRR1294400_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0361.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0367,SRR1296793,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296793/SRR1296793_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296793/SRR1296793_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0367.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0368,SRR1296794,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296794/SRR1296794_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296794/SRR1296794_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0368.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0369,SRR1296796,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296796/SRR1296796_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296796/SRR1296796_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0369.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0370,SRR1294439,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1294439/SRR1294439_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1294439/SRR1294439_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0370.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0371,SRR1294440,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294440/SRR1294440_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294440/SRR1294440_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0371.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0372,SRR1300212,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300212/SRR1300212_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300212/SRR1300212_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0372.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0378,SRR1300221,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300221/SRR1300221_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300221/SRR1300221_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0378.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0380,SRR1300222,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300222/SRR1300222_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300222/SRR1300222_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0380.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0382,SRR1296765,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296765/SRR1296765_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296765/SRR1296765_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0382.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0384,SRR1296766,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296766/SRR1296766_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296766/SRR1296766_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0384.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0397,SRR1296719,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296719/SRR1296719_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296719/SRR1296719_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0397.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0403,SRR1296755,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296755/SRR1296755_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296755/SRR1296755_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0403.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0404,SRR1296877,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296877/SRR1296877_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296877/SRR1296877_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0404.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0405,SRR1296772,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296772/SRR1296772_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296772/SRR1296772_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0405.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0409,SRR1296775,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296775/SRR1296775_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296775/SRR1296775_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0409.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0410,SRR1296776,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296776/SRR1296776_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296776/SRR1296776_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0410.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0411,SRR1296777,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296777/SRR1296777_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296777/SRR1296777_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0411.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0413,SRR1296773,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296773/SRR1296773_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296773/SRR1296773_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0413.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0414,SRR1296797,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296797/SRR1296797_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296797/SRR1296797_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0414.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0415,SRR1296798,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296798/SRR1296798_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296798/SRR1296798_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0415.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0416,SRR1296799,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296799/SRR1296799_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296799/SRR1296799_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0416.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0417,SRR1296930,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296930/SRR1296930_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296930/SRR1296930_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0417.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0418,SRR1296718,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296718/SRR1296718_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296718/SRR1296718_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0418.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0419,SRR1264963,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/003/SRR1264963/SRR1264963_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/003/SRR1264963/SRR1264963_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0419.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0420,SRR1296774,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296774/SRR1296774_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296774/SRR1296774_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0420.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0434,SRR1296936,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296936/SRR1296936_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296936/SRR1296936_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0434.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0436,SRR1296899,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296899/SRR1296899_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296899/SRR1296899_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0436.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0437,SRR1296782,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296782/SRR1296782_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296782/SRR1296782_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0437.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0439,SRR1296940,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296940/SRR1296940_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296940/SRR1296940_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0439.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0447,SRR1296894,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296894/SRR1296894_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296894/SRR1296894_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0447.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0448,SRR1296978,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296978/SRR1296978_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296978/SRR1296978_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0448.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0449,SRR1296873,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296873/SRR1296873_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296873/SRR1296873_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0449.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0451,SRR1300319,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300319/SRR1300319_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300319/SRR1300319_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0451.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0452,SRR1300320,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300320/SRR1300320_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300320/SRR1300320_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0452.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0463,SRR1296770,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296770/SRR1296770_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296770/SRR1296770_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0463.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0467,SRR1296764,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296764/SRR1296764_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296764/SRR1296764_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0467.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0468,SRR1296900,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296900/SRR1296900_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296900/SRR1296900_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0468.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0469,SRR1296901,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296901/SRR1296901_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296901/SRR1296901_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0469.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0470,SRR1296903,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296903/SRR1296903_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296903/SRR1296903_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0470.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0471,SRR1296907,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296907/SRR1296907_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296907/SRR1296907_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0471.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0472,SRR1296771,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296771/SRR1296771_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296771/SRR1296771_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0472.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0484,SRR1296874,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296874/SRR1296874_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296874/SRR1296874_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0484.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0491,SRR1296875,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296875/SRR1296875_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296875/SRR1296875_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0491.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0492,SRR1296992,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296992/SRR1296992_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296992/SRR1296992_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0492.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0493,SRR1296986,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296986/SRR1296986_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296986/SRR1296986_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0493.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0494,SRR1296987,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296987/SRR1296987_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296987/SRR1296987_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0494.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0503,SRR1296810,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296810/SRR1296810_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296810/SRR1296810_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0503.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0527,SRR1296851,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296851/SRR1296851_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296851/SRR1296851_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0527.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0528,SRR1296852,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296852/SRR1296852_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296852/SRR1296852_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0528.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0562,SRR1296795,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296795/SRR1296795_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296795/SRR1296795_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0562.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0563,SRR1296855,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296855/SRR1296855_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296855/SRR1296855_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0563.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0573,SRR1296714,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296714/SRR1296714_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296714/SRR1296714_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0573.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0574,SRR1296712,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296712/SRR1296712_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296712/SRR1296712_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0574.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0578,SRR1296994,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296994/SRR1296994_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296994/SRR1296994_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0578.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0580,SRR1296964,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296964/SRR1296964_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296964/SRR1296964_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0580.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
